date,value
1996-11-06,445.081404
1996-11-07,443.235845
1996-11-08,443.954503
1996-11-11,441.298231
1996-11-12,443.025961
1996-11-13,445.049032
1996-11-14,450.096046
1996-11-15,452.682660
1996-11-18,455.179354
1996-11-19,456.892404
1996-11-20,453.327761
1996-11-21,454.142618
1996-11-22,453.685147
1996-11-25,455.744293
1996-11-26,460.562421
1996-11-27,459.716213
1996-11-28,460.907426
1996-11-29,465.863319
1996-12-02,464.543089
1996-12-03,469.725123
1996-12-04,471.688349
1996-12-05,469.577067
1996-12-06,466.059745
1996-12-09,469.669684
1996-12-10,469.510686
1996-12-11,468.093841
1996-12-12,472.199023
1996-12-13,473.943925
1996-12-16,477.141683
1996-12-17,477.775987
1996-12-18,481.268344
1996-12-19,480.697556
1996-12-20,483.544093
1996-12-23,484.230353
1996-12-27,486.059181
1996-12-30,486.363391
1997-01-02,481.838520
1997-01-03,480.912243
1997-01-07,481.440864
1997-01-08,484.145902
1997-01-09,488.161588
1997-01-10,486.596475
1997-01-13,489.043663
1997-01-14,493.369416
1997-01-15,495.914088
1997-01-16,497.175776
1997-01-17,496.841549
1997-01-20,499.008153
1997-01-21,498.458118
1997-01-22,497.626218
1997-01-23,491.850408
1997-01-24,489.263624
1997-01-27,487.844034
1997-01-28,490.052994
1997-01-29,483.871274
1997-01-30,483.010194
1997-01-31,482.706655
1997-02-03,480.195545
1997-02-04,480.343042
1997-02-05,484.623588
1997-02-06,486.648816
1997-02-07,489.266061
1997-02-10,489.663128
1997-02-11,492.259981
1997-02-12,484.857297
1997-02-13,486.018565
1997-02-14,488.790180
1997-02-17,489.094489
1997-02-18,486.137895
1997-02-19,484.902574
1997-02-20,487.121970
1997-02-21,489.169846
1997-02-24,487.609271
1997-02-25,487.036267
1997-02-26,483.092957
1997-02-27,483.741340
1997-02-28,481.662133
1997-03-03,477.723775
1997-03-04,478.922108
1997-03-05,477.753022
1997-03-06,477.111659
1997-03-07,474.516548
1997-03-10,474.870817
1997-03-11,476.842969
1997-03-12,474.773058
1997-03-13,474.086479
1997-03-14,467.064427
1997-03-17,458.267387
1997-03-18,449.503823
1997-03-19,450.184633
1997-03-20,454.485034
1997-03-21,456.379262
1997-03-24,454.010749
1997-03-25,454.634349
1997-03-26,456.094056
1997-03-27,462.119714
1997-04-01,454.068885
1997-04-02,454.346531
1997-04-03,453.217103
1997-04-04,456.641670
1997-04-07,462.645906
1997-04-08,465.928622
1997-04-09,467.641739
1997-04-10,465.153958
1997-04-11,465.736967
1997-04-14,468.321301
1997-04-15,469.797011
1997-04-16,467.931559
1997-04-17,467.858684
1997-04-18,467.770627
1997-04-21,464.478227
1997-04-22,461.694321
1997-04-23,464.142910
1997-04-24,465.816129
1997-04-25,461.138064
1997-04-28,460.639647
1997-04-29,462.342354
1997-04-30,464.816057
1997-05-02,467.211013
1997-05-05,466.767173
1997-05-06,469.619606
1997-05-07,470.937772
1997-05-09,473.899230
1997-05-12,475.301035
1997-05-13,475.877125
1997-05-14,479.089233
1997-05-15,479.536988
1997-05-16,479.138109
1997-05-20,478.115388
1997-05-21,478.988237
1997-05-22,475.980106
1997-05-23,474.771006
1997-05-26,472.488881
1997-05-27,475.194908
1997-05-28,472.385638
1997-05-29,472.310773
1997-05-30,474.265011
1997-06-02,477.176320
1997-06-03,479.631425
1997-06-04,479.195233
1997-06-05,480.243924
1997-06-06,479.993358
1997-06-09,478.059857
1997-06-10,480.237004
1997-06-11,481.759424
1997-06-12,486.451023
1997-06-13,489.627445
1997-06-16,489.229395
1997-06-17,486.737981
1997-06-18,488.085378
1997-06-19,491.064685
1997-06-23,489.945881
1997-06-24,492.746909
1997-06-25,495.105000
1997-06-26,494.842738
1997-06-27,497.384118
1997-06-30,497.034145
1997-07-01,498.407724
1997-07-02,500.950270
1997-07-03,503.015030
1997-07-04,505.806792
1997-07-07,505.426986
1997-07-08,505.630834
1997-07-09,509.035446
1997-07-10,506.112498
1997-07-11,507.697008
1997-07-14,507.808753
1997-07-15,503.197691
1997-07-16,501.192238
1997-07-17,503.763888
1997-07-18,503.098433
1997-07-21,502.342235
1997-07-22,503.512404
1997-07-23,506.977516
1997-07-24,507.566646
1997-07-25,505.120040
1997-07-28,504.720806
1997-07-29,504.831896
1997-07-30,505.545071
1997-07-31,507.307679
1997-08-01,503.447698
1997-08-04,501.946982
1997-08-05,499.944222
1997-08-06,500.129476
1997-08-07,501.907595
1997-08-08,501.200628
1997-08-11,500.825245
1997-08-12,502.394164
1997-08-13,498.417510
1997-08-14,498.404591
1997-08-15,496.310244
1997-08-18,497.514089
1997-08-19,501.654103
1997-08-20,504.310692
1997-08-21,503.266468
1997-08-22,499.914484
1997-08-25,499.079330
1997-08-26,499.066257
1997-08-27,499.591153
1997-08-28,500.388841
1997-08-29,499.836734
1997-09-01,499.931176
1997-09-02,500.530668
1997-09-03,501.114779
1997-09-04,501.914624
1997-09-05,503.114954
1997-09-08,504.025817
1997-09-09,504.775090
1997-09-10,503.931261
1997-09-11,502.757481
1997-09-12,505.528352
1997-09-15,505.389119
1997-09-16,507.856185
1997-09-17,510.838462
1997-09-18,513.363630
1997-09-19,513.698575
1997-09-22,516.401647
1997-09-23,517.461343
1997-09-24,518.377131
1997-09-25,522.350349
1997-09-26,523.929927
1997-09-29,522.223196
1997-09-30,523.353722
1997-10-01,525.590209
1997-10-02,527.314078
1997-10-03,531.032218
1997-10-06,530.346412
1997-10-07,529.997691
1997-10-08,528.470458
1997-10-09,518.117115
1997-10-10,512.189755
1997-10-13,514.500515
1997-10-14,517.220614
1997-10-15,515.330979
1997-10-16,508.340133
1997-10-17,504.944317
1997-10-20,504.097987
1997-10-21,506.493170
1997-10-22,499.543428
1997-10-23,501.897908
1997-10-24,504.698528
1997-10-27,507.324261
1997-10-28,511.021187
1997-10-29,509.989710
1997-10-30,509.440491
1997-10-31,509.736469
1997-11-03,507.945344
1997-11-04,508.165866
1997-11-05,506.178666
1997-11-06,505.090445
1997-11-07,509.010508
1997-11-10,507.331722
1997-11-11,507.501706
1997-11-12,505.981105
1997-11-13,507.407606
1997-11-14,509.928793
1997-11-17,507.893626
1997-11-18,508.874405
1997-11-19,511.444988
1997-11-20,512.934897
1997-11-21,512.348911
1997-11-24,513.257198
1997-11-25,513.775251
1997-11-26,511.741646
1997-11-27,509.849857
1997-11-28,511.132718
1997-12-01,512.539020
1997-12-02,514.769574
1997-12-03,514.159141
1997-12-04,515.983470
1997-12-05,514.126425
1997-12-08,513.384829
1997-12-09,515.741987
1997-12-10,516.374099
1997-12-11,522.230145
1997-12-12,526.779348
1997-12-15,526.890087
1997-12-16,525.978841
1997-12-17,523.665614
1997-12-18,525.913761
1997-12-19,527.890343
1997-12-22,528.554855
1997-12-23,528.954007
1997-12-29,528.573252
1997-12-30,528.516758
1998-01-02,526.787769
1998-01-05,534.474455
1998-01-07,539.973058
1998-01-08,542.937325
1998-01-09,548.424663
1998-01-12,548.477259
1998-01-13,548.884660
1998-01-14,549.746284
1998-01-15,548.376006
1998-01-16,546.337798
1998-01-19,548.805341
1998-01-20,550.860726
1998-01-21,548.311844
1998-01-22,547.138955
1998-01-23,545.658666
1998-01-26,546.417051
1998-01-27,548.697485
1998-01-28,549.123320
1998-01-29,548.503722
1998-01-30,550.004781
1998-02-02,550.313302
1998-02-03,549.910977
1998-02-04,548.523337
1998-02-05,546.821248
1998-02-06,547.681134
1998-02-09,547.063615
1998-02-10,548.123912
1998-02-11,553.759628
1998-02-12,556.016688
1998-02-13,557.348410
1998-02-16,558.425580
1998-02-17,560.514849
1998-02-18,559.535754
1998-02-19,560.652704
1998-02-20,560.885107
1998-02-23,563.402776
1998-02-24,564.059972
1998-02-25,563.274270
1998-02-26,564.706294
1998-02-27,562.224325
1998-03-02,563.206676
1998-03-03,562.543331
1998-03-04,557.495226
1998-03-05,557.603544
1998-03-06,559.676037
1998-03-09,563.643612
1998-03-10,565.060509
1998-03-11,566.358934
1998-03-12,571.261095
1998-03-13,570.058480
1998-03-16,571.401430
1998-03-17,573.521127
1998-03-18,573.175398
1998-03-19,570.363893
1998-03-20,571.568440
1998-03-23,570.242211
1998-03-24,572.584298
1998-03-25,575.490851
1998-03-26,574.154415
1998-03-27,574.054721
1998-03-30,571.799699
1998-03-31,571.678464
1998-04-01,571.002003
1998-04-02,572.984493
1998-04-03,578.764105
1998-04-06,579.309460
1998-04-07,578.727403
1998-04-08,578.064709
1998-04-09,578.170199
1998-04-14,579.050785
1998-04-15,578.593565
1998-04-16,580.502659
1998-04-17,582.115668
1998-04-20,581.448135
1998-04-21,580.249108
1998-04-22,579.486039
1998-04-23,580.368311
1998-04-24,579.554157
1998-04-27,574.241808
1998-04-28,573.488374
1998-04-29,571.700787
1998-04-30,572.014258
1998-05-04,577.082671
1998-05-05,574.957381
1998-05-06,574.380959
1998-05-07,574.258389
1998-05-08,576.753364
1998-05-11,577.545623
1998-05-12,575.772791
1998-05-13,577.783410
1998-05-14,577.557829
1998-05-15,577.332337
1998-05-18,579.486477
1998-05-19,581.293143
1998-05-20,583.896034
1998-05-22,584.445103
1998-05-25,588.380239
1998-05-26,590.699116
1998-05-27,592.789479
1998-05-28,590.573661
1998-05-29,592.411975
1998-06-02,593.438451
1998-06-03,592.966774
1998-06-04,596.122758
1998-06-05,596.464593
1998-06-08,596.441023
1998-06-09,595.625797
1998-06-10,599.472670
1998-06-11,602.519306
1998-06-12,600.154578
1998-06-15,602.258988
1998-06-16,600.164430
1998-06-17,597.373903
1998-06-18,597.478817
1998-06-22,598.733737
1998-06-23,599.205388
1998-06-24,600.480685
1998-06-25,601.559989
1998-06-26,602.749267
1998-06-29,603.202322
1998-06-30,601.702949
1998-07-01,602.351161
1998-07-02,604.800688
1998-07-03,605.299628
1998-07-06,606.569064
1998-07-07,605.696118
1998-07-08,605.899606
1998-07-09,605.895044
1998-07-10,606.942137
1998-07-13,606.055291
1998-07-14,606.236634
1998-07-15,605.631956
1998-07-16,605.334036
1998-07-17,605.733923
1998-07-20,605.773815
1998-07-21,607.155232
1998-07-22,606.406604
1998-07-23,607.222841
1998-07-24,606.923305
1998-07-27,607.433596
1998-07-28,606.947878
1998-07-29,607.820115
1998-07-30,607.082507
1998-07-31,607.077769
1998-08-03,607.457587
1998-08-04,606.184705
1998-08-05,607.576570
1998-08-06,607.078735
1998-08-07,607.533794
1998-08-10,607.649893
1998-08-11,609.947126
1998-08-12,611.243108
1998-08-13,611.676361
1998-08-14,612.742436
1998-08-17,613.603992
1998-08-18,613.776536
1998-08-19,613.031025
1998-08-20,614.910469
1998-08-21,617.080495
1998-08-24,612.858982
1998-08-25,596.725407
1998-08-26,599.733270
1998-08-27,594.163336
1998-08-28,597.268547
1998-08-31,603.238187
1998-09-01,605.994295
1998-09-02,603.964300
1998-09-03,600.656931
1998-09-04,600.908248
1998-09-07,603.330234
1998-09-08,604.571135
1998-09-09,609.935579
1998-09-10,611.748957
1998-09-11,614.337026
1998-09-14,614.052197
1998-09-15,615.838714
1998-09-16,614.106119
1998-09-17,611.666756
1998-09-18,612.362111
1998-09-21,602.077550
1998-09-22,605.386553
1998-09-23,604.882367
1998-09-24,605.704468
1998-09-25,604.973450
1998-09-28,606.553838
1998-09-29,608.146326
1998-09-30,610.921228
1998-10-01,616.390084
1998-10-02,616.875294
1998-10-05,615.962878
1998-10-06,613.972982
1998-10-07,613.426209
1998-10-08,603.443619
1998-10-09,594.776570
1998-10-12,596.578223
1998-10-13,601.327443
1998-10-14,601.037203
1998-10-15,602.222889
1998-10-16,608.463677
1998-10-21,613.416849
1998-10-22,612.104380
1998-10-23,613.101426
1998-10-26,614.097480
1998-10-27,615.876765
1998-10-28,616.268852
1998-10-29,616.819672
1998-10-30,623.467398
1998-11-02,625.790738
1998-11-03,626.828215
1998-11-04,627.913270
1998-11-05,627.502349
1998-11-06,625.055143
1998-11-09,623.717146
1998-11-10,624.836795
1998-11-11,625.036133
1998-11-12,629.047694
1998-11-13,630.088535
1998-11-16,629.984565
1998-11-17,632.496819
1998-11-18,635.025985
1998-11-19,636.894438
1998-11-20,639.332562
1998-11-23,642.239384
1998-11-24,642.658977
1998-11-25,641.407279
1998-11-26,644.030118
1998-11-27,647.310847
1998-11-30,650.969921
1998-12-01,652.632672
1998-12-02,653.895567
1998-12-03,653.723219
1998-12-04,651.818949
1998-12-07,651.528615
1998-12-08,650.840888
1998-12-09,655.374007
1998-12-10,659.719463
1998-12-11,660.507965
1998-12-14,660.704717
1998-12-15,658.849043
1998-12-16,659.386507
1998-12-17,659.699784
1998-12-18,660.079731
1998-12-21,660.771778
1998-12-22,657.517412
1998-12-23,658.194980
1998-12-28,656.577044
1998-12-29,657.827006
1998-12-30,661.222221
1999-01-04,667.653813
1999-01-05,671.898621
1999-01-07,675.557788
1999-01-08,675.686034
1999-01-11,671.246360
1999-01-12,671.138402
1999-01-13,673.634933
1999-01-14,673.803020
1999-01-15,676.500424
1999-01-18,678.952963
1999-01-19,677.313588
1999-01-20,677.276591
1999-01-21,679.884384
1999-01-22,682.328897
1999-01-25,683.568627
1999-01-26,683.431427
1999-01-27,683.786396
1999-01-28,682.852291
1999-01-29,682.464528
1999-02-01,681.940937
1999-02-02,679.919612
1999-02-03,677.892676
1999-02-04,674.039121
1999-02-05,674.669292
1999-02-08,673.524688
1999-02-09,676.681351
1999-02-10,677.581682
1999-02-11,678.668892
1999-02-12,675.724718
1999-02-15,671.998282
1999-02-16,674.370827
1999-02-17,673.597446
1999-02-18,674.129616
1999-02-19,674.212662
1999-02-22,674.708788
1999-02-23,674.966028
1999-02-24,674.017322
1999-02-25,670.232407
1999-02-26,663.554874
1999-03-01,654.354082
1999-03-02,655.686853
1999-03-03,655.374307
1999-03-04,652.573628
1999-03-05,662.074015
1999-03-08,661.225299
1999-03-09,658.764680
1999-03-10,658.106802
1999-03-11,659.291774
1999-03-12,664.661717
1999-03-15,663.161456
1999-03-16,664.242194
1999-03-17,670.653583
1999-03-18,672.590299
1999-03-19,674.590575
1999-03-22,672.776413
1999-03-23,669.124039
1999-03-24,672.025031
1999-03-25,675.023176
1999-03-26,670.635237
1999-03-29,670.001085
1999-03-30,674.255268
1999-03-31,677.404096
1999-04-01,677.967788
1999-04-06,681.271522
1999-04-07,684.646104
1999-04-08,684.596346
1999-04-09,691.008604
1999-04-12,684.490597
1999-04-13,687.066375
1999-04-14,687.528304
1999-04-15,685.945315
1999-04-16,684.263530
1999-04-19,683.647902
1999-04-20,686.312210
1999-04-21,688.371291
1999-04-22,687.176131
1999-04-23,684.576324
1999-04-26,684.146591
1999-04-27,684.974807
1999-04-28,681.960520
1999-04-29,684.864207
1999-04-30,690.314398
1999-05-03,681.461124
1999-05-04,680.162972
1999-05-05,673.866040
1999-05-06,665.459195
1999-05-07,668.475693
1999-05-10,663.407431
1999-05-11,667.723578
1999-05-12,662.364767
1999-05-14,658.901822
1999-05-17,657.567562
1999-05-18,660.955768
1999-05-19,658.661597
1999-05-20,658.773917
1999-05-21,658.120043
1999-05-25,655.495884
1999-05-26,659.506641
1999-05-27,658.127462
1999-05-28,655.220418
1999-05-31,653.304256
1999-06-01,647.058648
1999-06-02,639.819167
1999-06-03,645.296886
1999-06-04,639.798790
1999-06-07,640.384537
1999-06-08,644.214378
1999-06-09,641.645004
1999-06-10,636.415142
1999-06-11,635.158060
1999-06-14,635.865511
1999-06-15,637.401124
1999-06-16,639.688845
1999-06-17,639.726534
1999-06-18,643.471008
1999-06-21,640.954689
1999-06-22,633.941949
1999-06-23,628.328747
1999-06-24,625.157205
1999-06-28,622.966402
1999-06-29,623.944865
1999-06-30,623.445953
1999-07-01,620.144170
1999-07-02,614.167704
1999-07-05,612.731783
1999-07-06,605.290925
1999-07-07,601.530018
1999-07-08,591.402835
1999-07-09,599.755654
1999-07-12,602.966711
1999-07-13,609.798513
1999-07-14,609.224374
1999-07-15,608.172644
1999-07-16,605.246466
1999-07-19,604.953730
1999-07-20,608.890719
1999-07-21,615.394124
1999-07-22,617.037444
1999-07-23,612.259808
1999-07-26,610.211795
1999-07-27,609.530256
1999-07-28,609.059930
1999-07-29,604.506477
1999-07-30,601.376378
1999-08-02,595.338472
1999-08-03,595.086489
1999-08-04,591.170420
1999-08-05,585.052567
1999-08-06,578.439502
1999-08-09,571.634007
1999-08-10,578.875884
1999-08-11,584.443510
1999-08-12,594.623706
1999-08-13,595.348673
1999-08-16,592.008796
1999-08-17,594.661686
1999-08-18,594.627110
1999-08-19,596.341111
1999-08-20,600.715863
1999-08-23,604.479262
1999-08-24,601.616018
1999-08-25,605.479563
1999-08-26,602.611780
1999-08-27,599.893724
1999-08-30,595.274198
1999-08-31,591.737749
1999-09-01,585.746795
1999-09-02,585.024469
1999-09-03,591.695160
1999-09-06,593.964641
1999-09-07,592.040009
1999-09-08,585.765367
1999-09-09,583.151091
1999-09-10,585.057878
1999-09-13,582.816461
1999-09-14,583.015173
1999-09-15,584.510333
1999-09-16,586.279246
1999-09-17,590.567593
1999-09-20,590.003578
1999-09-21,586.045323
1999-09-22,587.162855
1999-09-23,588.410481
1999-09-24,592.844608
1999-09-27,592.433707
1999-09-28,591.176938
1999-09-29,587.965972
1999-09-30,587.711697
1999-10-01,582.831432
1999-10-04,581.624693
1999-10-05,584.613953
1999-10-06,586.203129
1999-10-07,586.899082
1999-10-08,586.490344
1999-10-11,586.292523
1999-10-12,580.798343
1999-10-13,581.330336
1999-10-14,573.424330
1999-10-15,576.433951
1999-10-18,575.956242
1999-10-19,574.122762
1999-10-20,571.454462
1999-10-21,575.430077
1999-10-22,577.473544
1999-10-25,574.767259
1999-10-26,572.862108
1999-10-27,579.764510
1999-10-28,587.434334
1999-10-29,592.439346
1999-11-01,593.022401
1999-11-02,592.142904
1999-11-03,595.937133
1999-11-04,604.439393
1999-11-05,609.201025
1999-11-08,610.774760
1999-11-09,610.044436
1999-11-10,608.238115
1999-11-11,614.653045
1999-11-12,621.473898
1999-11-15,622.818821
1999-11-16,619.749757
1999-11-17,609.390989
1999-11-18,606.938007
1999-11-19,604.353098
1999-11-22,602.766719
1999-11-23,604.131878
1999-11-24,601.516077
1999-11-25,602.455099
1999-11-26,601.713992
1999-11-29,601.133072
1999-11-30,604.036043
1999-12-01,606.003997
1999-12-02,605.415223
1999-12-03,604.215723
1999-12-06,609.281201
1999-12-07,609.096098
1999-12-08,610.324068
1999-12-09,611.331208
1999-12-10,614.448355
1999-12-13,614.330230
1999-12-14,610.882690
1999-12-15,610.752475
1999-12-16,605.561801
1999-12-17,601.294077
1999-12-20,601.125163
1999-12-21,603.643257
1999-12-22,601.920555
1999-12-23,604.085775
1999-12-27,604.874123
1999-12-28,604.116238
1999-12-29,604.599403
1999-12-30,601.394255
2000-01-03,592.717783
2000-01-04,589.935342
2000-01-05,590.121440
2000-01-07,591.415666
2000-01-10,595.738255
2000-01-11,589.992272
2000-01-12,588.983991
2000-01-13,591.298840
2000-01-14,594.734750
2000-01-17,589.996154
2000-01-18,586.085492
2000-01-19,587.586773
2000-01-20,586.968890
2000-01-21,586.357518
2000-01-24,586.800304
2000-01-25,589.963267
2000-01-26,590.588207
2000-01-27,587.987822
2000-01-28,585.590502
2000-01-31,587.879256
2000-02-01,590.463946
2000-02-02,592.775105
2000-02-03,591.828217
2000-02-04,589.846809
2000-02-07,587.265064
2000-02-08,589.211512
2000-02-09,587.998460
2000-02-10,584.137867
2000-02-11,584.198309
2000-02-14,586.154206
2000-02-15,585.090559
2000-02-16,584.517583
2000-02-17,584.878854
2000-02-18,584.666842
2000-02-21,588.086870
2000-02-22,593.386311
2000-02-23,592.539881
2000-02-24,593.766153
2000-02-25,595.122036
2000-02-28,593.630849
2000-02-29,593.597865
2000-03-01,594.689908
2000-03-02,593.634440
2000-03-03,596.759953
2000-03-06,597.601412
2000-03-07,600.430906
2000-03-08,599.568628
2000-03-09,609.939927
2000-03-10,611.394252
2000-03-13,613.556178
2000-03-14,612.004290
2000-03-15,612.207352
2000-03-16,615.282295
2000-03-17,622.550691
2000-03-20,620.224769
2000-03-21,622.894294
2000-03-22,619.820437
2000-03-23,618.477821
2000-03-24,614.154158
2000-03-27,609.383314
2000-03-28,615.110331
2000-03-29,616.475486
2000-03-30,616.463616
2000-03-31,618.678046
2000-04-03,618.732950
2000-04-04,616.798389
2000-04-05,620.585944
2000-04-06,619.318636
2000-04-07,618.583313
2000-04-10,619.894998
2000-04-11,622.580679
2000-04-12,620.750404
2000-04-13,619.383478
2000-04-14,618.840350
2000-04-17,618.630371
2000-04-18,616.484372
2000-04-19,616.529664
2000-04-20,616.340920
2000-04-25,614.147248
2000-04-26,616.372918
2000-04-27,619.289382
2000-04-28,619.189672
2000-05-02,615.889516
2000-05-03,613.989317
2000-05-04,610.199209
2000-05-05,610.768830
2000-05-08,614.494101
2000-05-09,615.451865
2000-05-10,618.771923
2000-05-11,617.963447
2000-05-12,616.563706
2000-05-15,626.428842
2000-05-16,633.109688
2000-05-17,625.968668
2000-05-18,620.854157
2000-05-19,622.764976
2000-05-22,623.157870
2000-05-23,621.962804
2000-05-24,625.984192
2000-05-25,625.578917
2000-05-26,627.230286
2000-05-29,626.453019
2000-05-30,628.701354
2000-05-31,628.983978
2000-06-02,640.605499
2000-06-05,641.852341
2000-06-06,642.148926
2000-06-07,637.879254
2000-06-08,637.404866
2000-06-09,634.041459
2000-06-13,641.407191
2000-06-14,639.708796
2000-06-15,638.986645
2000-06-16,641.365981
2000-06-19,637.712524
2000-06-20,638.426497
2000-06-21,634.330665
2000-06-22,635.246166
2000-06-26,633.039651
2000-06-27,633.105090
2000-06-28,630.393068
2000-06-29,632.212625
2000-06-30,630.641529
2000-07-03,629.126521
2000-07-04,629.488959
2000-07-05,631.083108
2000-07-06,627.745659
2000-07-07,630.270563
2000-07-10,627.717552
2000-07-11,631.172611
2000-07-12,630.603057
2000-07-13,630.864316
2000-07-14,630.500758
2000-07-17,630.398464
2000-07-18,629.893201
2000-07-19,626.915430
2000-07-20,628.669584
2000-07-21,630.513950
2000-07-24,630.399372
2000-07-25,632.279887
2000-07-26,632.689838
2000-07-27,633.546032
2000-07-28,631.603249
2000-07-31,632.228538
2000-08-01,633.713325
2000-08-02,633.345549
2000-08-03,631.931876
2000-08-04,633.474202
2000-08-07,635.553914
2000-08-08,635.910714
2000-08-09,636.128217
2000-08-10,637.631687
2000-08-11,637.401186
2000-08-14,635.923229
2000-08-15,635.788363
2000-08-16,633.508028
2000-08-17,635.365064
2000-08-18,635.856852
2000-08-21,634.622122
2000-08-22,635.492194
2000-08-23,637.948950
2000-08-24,638.939243
2000-08-25,639.975799
2000-08-28,639.410064
2000-08-29,638.440113
2000-08-30,640.800027
2000-08-31,641.131763
2000-09-01,647.537582
2000-09-04,652.100510
2000-09-05,649.542865
2000-09-06,646.066781
2000-09-07,646.170795
2000-09-08,646.716327
2000-09-11,646.526662
2000-09-12,645.694606
2000-09-13,646.310389
2000-09-14,646.680321
2000-09-15,648.823419
2000-09-18,646.924482
2000-09-19,649.770339
2000-09-20,649.627018
2000-09-21,650.256739
2000-09-22,651.253991
2000-09-25,649.871751
2000-09-26,651.256107
2000-09-27,648.789607
2000-09-28,648.647214
2000-09-29,650.537433
2000-10-02,651.974553
2000-10-03,651.812605
2000-10-04,650.216697
2000-10-05,648.668778
2000-10-06,647.749403
2000-10-09,649.102988
2000-10-10,650.458385
2000-10-11,653.000731
2000-10-12,655.292859
2000-10-13,654.817053
2000-10-16,654.310146
2000-10-17,653.470283
2000-10-18,656.814964
2000-10-19,655.917734
2000-10-20,658.240481
2000-10-23,659.309102
2000-10-24,660.833305
2000-10-25,660.532729
2000-10-26,661.647234
2000-10-27,661.547230
2000-10-30,661.279602
2000-10-31,660.800897
2000-11-01,663.077359
2000-11-02,663.634615
2000-11-03,664.945586
2000-11-06,664.121045
2000-11-07,666.360510
2000-11-08,662.508191
2000-11-09,662.529821
2000-11-10,666.777505
2000-11-13,668.225849
2000-11-14,666.573287
2000-11-15,668.316100
2000-11-16,669.821034
2000-11-17,669.718158
2000-11-20,668.381701
2000-11-21,667.952490
2000-11-22,671.089416
2000-11-23,670.219852
2000-11-24,670.925232
2000-11-27,668.199463
2000-11-28,668.340559
2000-11-29,669.167898
2000-11-30,671.187390
2000-12-01,672.984626
2000-12-04,676.737989
2000-12-05,676.545448
2000-12-06,682.463103
2000-12-07,683.057575
2000-12-08,683.358941
2000-12-11,682.610772
2000-12-12,681.698420
2000-12-13,687.323795
2000-12-14,688.738583
2000-12-15,693.345123
2000-12-18,693.333118
2000-12-19,690.441097
2000-12-20,694.208479
2000-12-21,694.495640
2000-12-22,691.809076
2000-12-27,691.810231
2000-12-28,690.000984
2000-12-29,695.566415
2001-01-02,696.454235
2001-01-03,700.925697
2001-01-04,698.942140
2001-01-05,701.588216
2001-01-08,701.828847
2001-01-09,697.554338
2001-01-10,695.167404
2001-01-11,696.342501
2001-01-12,693.078125
2001-01-15,692.893755
2001-01-16,693.351159
2001-01-17,691.402258
2001-01-18,690.408246
2001-01-19,692.049706
2001-01-22,688.740098
2001-01-23,690.724151
2001-01-24,688.113689
2001-01-25,690.108314
2001-01-26,692.941621
2001-01-29,695.065402
2001-01-30,699.082250
2001-01-31,701.151695
2001-02-01,703.347100
2001-02-02,701.915269
2001-02-05,703.003129
2001-02-06,703.458612
2001-02-07,704.321369
2001-02-08,699.772614
2001-02-09,700.956024
2001-02-12,701.699914
2001-02-13,702.192175
2001-02-14,701.228517
2001-02-15,695.991945
2001-02-16,695.640203
2001-02-19,697.667601
2001-02-20,696.584286
2001-02-21,697.238830
2001-02-22,695.045208
2001-02-23,696.763558
2001-02-26,697.443412
2001-02-27,701.748415
2001-02-28,701.519633
2001-03-01,703.628814
2001-03-02,704.557649
2001-03-05,703.520618
2001-03-06,703.504812
2001-03-07,705.359867
2001-03-08,708.962897
2001-03-09,710.885134
2001-03-12,712.344639
2001-03-13,711.403046
2001-03-14,713.137073
2001-03-15,710.394221
2001-03-16,714.942203
2001-03-19,713.619290
2001-03-20,713.114113
2001-03-21,717.890549
2001-03-22,721.864134
2001-03-23,720.499894
2001-03-26,719.483660
2001-03-27,720.871189
2001-03-28,718.424602
2001-03-29,717.535253
2001-03-30,716.114506
2001-04-02,719.485807
2001-04-03,717.664266
2001-04-04,717.559257
2001-04-05,713.687851
2001-04-06,715.689899
2001-04-09,715.446706
2001-04-10,714.234920
2001-04-11,704.749830
2001-04-12,704.332436
2001-04-17,703.976131
2001-04-18,695.314645
2001-04-19,694.376695
2001-04-20,693.818207
2001-04-23,694.132958
2001-04-24,692.489108
2001-04-25,694.393884
2001-04-26,698.057339
2001-04-27,693.712489
2001-04-30,688.931959
2001-05-02,688.008783
2001-05-03,693.661603
2001-05-04,697.548726
2001-05-07,696.077667
2001-05-08,695.281838
2001-05-09,698.282117
2001-05-10,700.755599
2001-05-11,696.170713
2001-05-14,689.969607
2001-05-15,682.985453
2001-05-16,682.672334
2001-05-17,675.775881
2001-05-18,679.348243
2001-05-21,679.765318
2001-05-22,675.250431
2001-05-23,673.906449
2001-05-25,672.939079
2001-05-28,676.137881
2001-05-29,677.797221
2001-05-30,680.436253
2001-05-31,677.150045
2001-06-01,683.098440
2001-06-05,688.271557
2001-06-06,684.753425
2001-06-07,683.244159
2001-06-08,674.563563
2001-06-11,673.481127
2001-06-12,670.240646
2001-06-13,672.522918
2001-06-14,671.433529
2001-06-15,670.882697
2001-06-18,669.753200
2001-06-19,668.143864
2001-06-20,670.545591
2001-06-21,674.457475
2001-06-25,678.909118
2001-06-26,677.129578
2001-06-27,674.614438
2001-06-28,677.044784
2001-06-29,668.857807
2001-07-02,666.161952
2001-07-03,664.927485
2001-07-04,663.338000
2001-07-05,664.371093
2001-07-06,667.626819
2001-07-09,663.743000
2001-07-10,665.111962
