lodate,value
1997-05-12,470.471699
1997-05-13,471.040069
1997-05-14,474.217658
1997-05-15,474.658979
1997-05-16,474.262273
1997-05-20,473.248078
1997-05-21,474.110164
1997-05-22,471.130786
1997-05-23,469.932135
1997-05-26,467.671405
1997-05-27,470.347985
1997-05-28,467.565503
1997-05-29,467.489546
1997-05-30,469.421981
1997-06-02,472.301698
1997-06-03,474.729848
1997-06-04,474.296230
1997-06-05,475.332318
1997-06-06,475.082428
1997-06-09,473.166824
1997-06-10,475.319810
1997-06-11,476.824755
1997-06-12,481.466406
1997-06-13,484.608369
1997-06-16,484.212476
1997-06-17,481.744690
1997-06-18,483.076353
1997-06-19,486.023167
1997-06-23,484.913920
1997-06-24,487.684257
1997-06-25,490.016185
1997-06-26,489.754674
1997-06-27,492.267980
1997-06-30,491.919653
1997-07-01,493.277146
1997-07-02,495.791561
1997-07-03,497.833091
1997-07-04,500.594117
1997-07-07,500.216239
1997-07-08,500.416001
1997-07-09,503.783513
1997-07-10,500.888724
1997-07-11,502.454891
1997-07-14,502.563489
1997-07-15,497.998061
1997-07-16,496.011355
1997-07-17,498.554453
1997-07-18,497.893901
1997-07-21,497.143550
1997-07-22,498.299636
1997-07-23,501.726898
1997-07-24,502.307934
1997-07-25,499.884684
1997-07-28,499.487604
1997-07-29,499.595561
1997-07-30,500.299355
1997-07-31,502.041688
1997-08-01,498.219783
1997-08-04,496.732674
1997-08-05,494.748748
1997-08-06,494.930113
1997-08-07,496.687783
1997-08-08,495.986198
1997-08-11,495.612751
1997-08-12,497.163375
1997-08-13,493.226152
1997-08-14,493.211410
1997-08-15,491.136928
1997-08-18,492.326276
1997-08-19,496.421166
1997-08-20,499.048073
1997-08-21,498.012765
1997-08-22,494.693798
1997-08-25,493.865402
1997-08-26,493.850506
1997-08-27,494.367957
1997-08-28,495.155343
1997-08-29,494.607045
1997-09-01,494.698537
1997-09-02,495.289791
1997-09-03,495.865821
1997-09-04,496.655320
1997-09-05,497.841101
1997-09-08,498.740441
1997-09-09,499.479877
1997-09-10,498.642918
1997-09-11,497.479477
1997-09-12,500.219285
1997-09-15,500.079530
1997-09-16,502.518693
1997-09-17,505.467632
1997-09-18,507.964246
1997-09-19,508.293651
1997-09-22,510.966266
1997-09-23,512.012780
1997-09-24,512.916894
1997-09-25,516.846225
1997-09-26,518.407108
1997-09-29,516.716311
1997-09-30,517.832864
1997-10-01,520.043704
1997-10-02,521.747317
1997-10-03,525.424136
1997-10-06,524.743487
1997-10-07,524.396368
1997-10-08,522.883194
1997-10-09,512.637237
1997-10-10,506.770535
1997-10-13,509.054834
1997-10-14,511.744122
1997-10-15,509.872465
1997-10-16,502.953644
1997-10-17,499.591815
1997-10-20,498.752474
1997-10-21,501.120279
1997-10-22,494.242271
1997-10-23,496.569805
1997-10-24,499.338723
1997-10-27,501.934590
1997-10-28,505.590249
1997-10-29,504.567728
1997-10-30,504.022345
1997-10-31,504.313175
1997-11-03,502.539106
1997-11-04,502.755286
1997-11-05,500.787250
1997-11-06,499.708632
1997-11-07,503.584943
1997-11-10,501.922053
1997-11-11,502.088233
1997-11-12,500.581860
1997-11-13,501.991152
1997-11-14,504.483434
1997-11-17,502.467998
1997-11-18,503.436305
1997-11-19,505.977421
1997-11-20,507.449394
1997-11-21,506.867660
1997-11-24,507.764220
1997-11-25,508.274713
1997-11-26,506.260864
1997-11-27,504.387327
1997-11-28,505.654441
1997-12-01,507.043664
1997-12-02,509.248291
1997-12-03,508.642384
1997-12-04,510.445120
1997-12-05,508.605982
1997-12-08,507.870331
1997-12-09,510.200154
1997-12-10,510.823450
1997-12-11,516.614520
1997-12-12,521.112755
1997-12-15,521.220235
1997-12-16,520.316726
1997-12-17,518.026336
1997-12-18,520.248217
1997-12-19,522.201442
1997-12-22,522.856720
1997-12-23,523.249494
1997-12-29,522.870769
1997-12-30,522.812810
1998-01-02,521.100405
1998-01-05,528.702036
1998-01-07,534.139155
1998-01-08,537.069277
1998-01-09,542.495176
1998-01-12,542.545051
1998-01-13,542.945893
1998-01-14,543.796040
1998-01-15,542.438435
1998-01-16,540.420143
1998-01-19,542.858815
1998-01-20,544.889775
1998-01-21,542.366358
1998-01-22,541.204035
1998-01-23,539.737655
1998-01-26,540.485669
1998-01-27,542.739204
1998-01-28,543.158261
1998-01-29,542.543238
1998-01-30,544.025833
1998-02-02,544.328842
1998-02-03,543.928732
1998-02-04,542.554029
1998-02-05,540.868309
1998-02-06,541.716688
1998-02-09,541.103744
1998-02-10,542.150343
1998-02-11,547.722488
1998-02-12,549.952768
1998-02-13,551.267784
1998-02-16,552.331015
1998-02-17,554.395290
1998-02-18,553.424685
1998-02-19,554.527240
1998-02-20,554.754903
1998-02-23,557.242853
1998-02-24,557.890652
1998-02-25,557.111331
1998-02-26,558.525475
1998-02-27,556.068456
1998-03-02,557.037844
1998-03-03,556.379554
1998-03-04,551.384554
1998-03-05,551.489496
1998-03-06,553.537076
1998-03-09,557.458936
1998-03-10,558.858073
1998-03-11,560.140028
1998-03-12,564.986137
1998-03-13,563.794491
1998-03-16,565.120447
1998-03-17,567.214602
1998-03-18,566.870423
1998-03-19,564.087595
1998-03-20,565.276649
1998-03-23,563.962776
1998-03-24,566.276834
1998-03-25,569.149122
1998-03-26,567.825155
1998-03-27,567.724306
1998-03-30,565.491899
1998-03-31,565.369757
1998-04-01,564.698517
1998-04-02,566.656882
1998-04-03,572.370419
1998-04-06,572.907478
1998-04-07,572.329580
1998-04-08,571.671941
1998-04-09,571.773996
1998-04-14,572.642571
1998-04-15,572.188138
1998-04-16,574.073827
1998-04-17,575.666695
1998-04-20,575.004273
1998-04-21,573.816252
1998-04-22,573.059365
1998-04-23,573.929579
1998-04-24,573.122180
1998-04-27,567.866514
1998-04-28,567.119191
1998-04-29,565.349206
1998-04-30,565.656951
1998-05-04,570.666790
1998-05-05,568.562864
1998-05-06,567.990597
1998-05-07,567.867136
1998-05-08,570.332090
1998-05-11,571.113265
1998-05-12,569.357911
1998-05-13,571.343870
1998-05-14,571.118536
1998-05-15,570.893291
1998-05-18,573.021141
1998-05-19,574.805376
1998-05-20,577.376935
1998-05-22,577.917582
1998-05-25,581.806475
1998-05-26,584.097135
1998-05-27,586.161817
1998-05-28,583.968448
1998-05-29,585.783883
1998-06-02,586.796550
1998-06-03,586.327824
1998-06-04,589.446146
1998-06-05,589.781813
1998-06-08,589.756167
1998-06-09,588.947738
1998-06-10,592.749143
1998-06-11,595.759257
1998-06-12,593.418696
1998-06-15,595.497133
1998-06-16,593.423728
1998-06-17,590.662188
1998-06-18,590.763579
1998-06-22,592.002051
1998-06-23,592.466049
1998-06-24,593.724652
1998-06-25,594.789456
1998-06-26,595.962989
1998-06-29,596.408578
1998-06-30,594.923725
1998-07-01,595.562273
1998-07-02,597.981829
1998-07-03,598.472771
1998-07-06,599.725514
1998-07-07,598.860038
1998-07-08,599.058853
1998-07-09,599.051965
1998-07-10,600.084855
1998-07-13,599.205647
1998-07-14,599.382563
1998-07-15,598.782343
1998-07-16,598.485416
1998-07-17,598.878404
1998-07-20,598.915468
1998-07-21,600.278869
1998-07-22,599.536337
1998-07-23,600.340948
1998-07-24,600.042424
1998-07-27,600.544549
1998-07-28,600.061956
1998-07-29,600.921916
1998-07-30,600.190294
1998-07-31,600.183229
1998-08-03,600.556352
1998-08-04,599.295548
1998-08-05,600.669215
1998-08-06,600.174657
1998-08-07,600.622159
1998-08-10,600.734554
1998-08-11,603.003259
1998-08-12,604.282095
1998-08-13,604.708016
1998-08-14,605.759546
1998-08-17,606.608880
1998-08-18,606.777049
1998-08-19,606.037633
1998-08-20,607.893231
1998-08-21,610.036081
1998-08-24,605.860339
1998-08-25,589.908600
1998-08-26,592.879761
1998-08-27,587.371125
1998-08-28,590.438508
1998-08-31,596.337540
1998-09-01,599.059753
1998-09-02,597.050611
1998-09-03,593.778732
1998-09-04,594.024815
1998-09-07,596.416700
1998-09-08,597.641015
1998-09-09,602.941595
1998-09-10,604.731787
1998-09-11,607.287769
1998-09-14,607.003799
1998-09-15,608.767400
1998-09-16,607.052284
1998-09-17,604.638532
1998-09-18,605.323498
1998-09-21,595.154747
1998-09-22,598.423341
1998-09-23,597.922579
1998-09-24,598.732848
1998-09-25,598.007869
1998-09-28,599.567687
1998-09-29,601.139454
1998-09-30,603.879999
1998-10-01,609.283427
1998-10-02,609.760624
1998-10-05,608.856312
1998-10-06,606.886958
1998-10-07,606.344088
1998-10-08,596.474342
1998-10-09,587.905024
1998-10-12,589.683529
1998-10-13,594.375522
1998-10-14,594.086278
1998-10-15,595.255895
1998-10-16,601.422123
1998-10-21,606.315586
1998-10-22,605.015905
1998-10-23,605.999004
1998-10-26,606.981114
1998-10-27,608.737372
1998-10-28,609.122498
1998-10-29,609.664513
1998-10-30,616.232706
1998-11-02,618.526641
1998-11-03,619.549621
1998-11-04,620.619617
1998-11-05,620.211007
1998-11-06,617.789776
1998-11-09,616.464879
1998-11-10,617.569063
1998-11-11,617.763632
1998-11-12,621.726066
1998-11-13,622.752325
1998-11-16,622.647094
1998-11-17,625.127616
1998-11-18,627.624835
1998-11-19,629.469021
1998-11-20,631.876221
1998-11-23,634.746634
1998-11-24,635.158814
1998-11-25,633.919203
1998-11-26,636.508907
1998-11-27,639.748796
1998-11-30,643.362584
1998-12-01,645.003351
1998-12-02,646.248924
1998-12-03,646.076027
1998-12-04,644.191469
1998-12-07,643.901976
1998-12-08,643.219744
1998-12-09,647.697229
1998-12-10,651.989214
1998-12-11,652.765890
1998-12-14,652.957745
1998-12-15,651.121239
1998-12-16,651.649814
1998-12-17,651.956830
1998-12-18,652.329730
1998-12-21,653.011063
1998-12-22,649.792328
1998-12-23,650.459358
1998-12-28,648.857856
1998-12-29,650.090547
1998-12-30,653.443252
1999-01-04,659.796587
1999-01-05,663.988822
1999-01-07,667.602277
1999-01-08,667.726363
1999-01-11,663.336339
1999-01-12,663.227022
1999-01-13,665.691492
1999-01-14,665.854955
1999-01-15,668.517899
1999-01-18,670.938845
1999-01-19,669.316159
1999-01-20,669.276943
1999-01-21,671.851277
1999-01-22,674.264242
1999-01-25,675.486643
1999-01-26,675.348385
1999-01-27,675.696476
1999-01-28,674.770740
1999-01-29,674.384890
1999-02-01,673.864821
1999-02-02,671.864760
1999-02-03,669.859170
1999-02-04,666.048625
1999-02-05,666.668682
1999-02-08,665.535006
1999-02-09,668.651583
1999-02-10,669.538577
1999-02-11,670.610224
1999-02-12,667.698348
1999-02-15,664.013526
1999-02-16,666.355246
1999-02-17,665.588412
1999-02-18,666.111614
1999-02-19,666.191028
1999-02-22,666.678608
1999-02-23,666.930141
1999-02-24,665.990083
1999-02-25,662.247602
1999-02-26,655.646994
1999-03-01,646.553250
1999-03-02,647.867567
1999-03-03,647.556177
1999-03-04,644.786339
1999-03-05,654.170797
1999-03-08,653.329616
1999-03-09,650.895787
1999-03-10,650.243184
1999-03-11,651.411417
1999-03-12,656.714589
1999-03-15,655.229661
1999-03-16,656.294872
1999-03-17,662.626947
1999-03-18,664.537855
1999-03-19,666.511546
1999-03-22,664.716466
1999-03-23,661.105210
1999-03-24,663.968812
1999-03-25,666.928381
1999-03-26,662.590415
1999-03-29,661.961241
1999-03-30,666.161748
1999-03-31,669.270136
1999-04-01,669.824403
1999-04-06,673.085796
1999-04-07,676.417160
1999-04-08,676.365316
1999-04-09,682.697795
1999-04-12,676.255471
1999-04-13,678.797576
1999-04-14,679.251252
1999-04-15,677.684625
1999-04-16,676.020404
1999-04-19,675.409510
1999-04-20,678.039031
1999-04-21,680.070601
1999-04-22,678.887153
1999-04-23,676.316012
1999-04-26,675.888781
1999-04-27,676.704318
1999-04-28,673.723740
1999-04-29,676.589683
1999-04-30,681.971340
1999-05-03,673.222359
1999-05-04,671.937230
1999-05-05,665.713785
1999-05-06,657.406003
1999-05-07,660.383387
1999-05-10,655.373859
1999-05-11,659.635139
1999-05-12,654.338624
1999-05-14,650.915044
1999-05-17,649.594374
1999-05-18,652.938919
1999-05-19,650.669984
1999-05-20,650.778359
1999-05-21,650.129839
1999-05-25,647.534960
1999-05-26,651.494436
1999-05-27,650.129428
1999-05-28,647.255132
1999-05-31,645.359696
1999-06-01,639.187477
1999-06-02,632.033524
1999-06-03,637.442080
1999-06-04,632.008380
1999-06-07,632.584486
1999-06-08,636.365168
1999-06-09,633.824575
1999-06-10,628.655940
1999-06-11,627.411690
1999-06-14,628.108023
1999-06-15,629.622409
1999-06-16,631.879713
1999-06-17,631.914434
1999-06-18,635.610675
1999-06-21,633.122571
1999-06-22,626.193010
1999-06-23,620.645936
1999-06-24,617.510711
1999-06-28,615.344254
1999-06-29,616.308304
1999-06-30,615.813052
1999-07-01,612.549249
1999-07-02,606.643546
1999-07-05,605.222809
1999-07-06,597.870737
1999-07-07,594.153562
1999-07-08,584.148209
1999-07-09,592.396248
1999-07-12,595.565552
1999-07-13,602.311133
1999-07-14,601.741653
1999-07-15,600.700453
1999-07-16,597.807843
1999-07-19,597.516333
1999-07-20,601.402549
1999-07-21,607.823589
1999-07-22,609.444281
1999-07-23,604.723019
1999-07-26,602.697817
1999-07-27,602.022278
1999-07-28,601.555357
1999-07-29,597.055622
1999-07-30,593.961734
1999-08-02,587.995915
1999-08-03,587.744707
1999-08-04,583.874619
1999-08-05,577.829951
1999-08-06,571.296233
1999-08-09,564.572514
1999-08-10,571.722690
1999-08-11,577.219248
1999-08-12,587.271317
1999-08-13,587.984989
1999-08-16,584.684089
1999-08-17,587.301835
1999-08-18,587.265357
1999-08-19,588.955807
1999-08-20,593.274044
1999-08-23,596.988466
1999-08-24,594.158336
1999-08-25,597.971630
1999-08-26,595.137034
1999-08-27,592.450331
1999-08-30,587.885772
1999-08-31,584.390884
1999-09-01,578.471993
1999-09-02,577.756343
1999-09-03,584.341868
1999-09-06,586.580826
1999-09-07,584.677792
1999-09-08,578.478857
1999-09-09,575.894805
1999-09-10,577.775580
1999-09-13,575.559769
1999-09-14,575.753723
1999-09-15,577.227976
1999-09-16,578.972561
1999-09-17,583.205165
1999-09-20,582.645866
1999-09-21,578.734662
1999-09-22,579.835957
1999-09-23,581.065713
1999-09-24,585.442186
1999-09-27,585.034092
1999-09-28,583.790699
1999-09-29,580.617535
1999-09-30,580.364133
1999-10-01,575.542579
1999-10-04,574.348646
1999-10-05,577.298232
1999-10-06,578.865231
1999-10-07,579.550175
1999-10-08,579.144256
1999-10-11,578.946614
1999-10-12,573.518976
1999-10-13,574.042025
1999-10-14,566.232861
1999-10-15,569.202490
1999-10-18,568.728515
1999-10-19,566.915787
1999-10-20,564.278733
1999-10-21,568.202187
1999-10-22,570.217732
1999-10-25,567.543188
1999-10-26,565.659730
1999-10-27,572.473106
1999-10-28,580.044199
1999-10-29,584.983944
1999-11-01,585.557340
1999-11-02,584.686591
1999-11-03,588.430723
1999-11-04,596.823553
1999-11-05,601.522822
1999-11-08,603.074334
1999-11-09,602.350825
1999-11-10,600.564894
1999-11-11,606.896514
1999-11-12,613.628883
1999-11-15,614.954393
1999-11-16,611.921643
1999-11-17,601.691290
1999-11-18,599.266913
1999-11-19,596.712297
1999-11-22,595.143606
1999-11-23,596.489139
1999-11-24,593.904062
1999-11-25,594.828845
1999-11-26,594.094759
1999-11-29,593.518837
1999-11-30,596.382683
1999-12-01,598.323335
1999-12-02,597.739649
1999-12-03,596.552985
1999-12-06,601.551855
1999-12-07,601.366713
1999-12-08,602.576714
1999-12-09,603.568678
1999-12-10,606.643849
1999-12-13,606.524817
1999-12-14,603.118673
1999-12-15,602.987719
1999-12-16,597.860644
1999-12-17,593.644822
1999-12-20,593.475701
1999-12-21,595.959397
1999-12-22,594.256258
1999-12-23,596.391550
1999-12-27,597.167490
1999-12-28,596.416892
1999-12-29,596.891532
1999-12-30,593.724877
2000-01-03,585.156697
2000-01-04,582.407429
2000-01-05,582.588841
2000-01-07,583.864235
2000-01-10,588.129314
2000-01-11,582.454386
2000-01-12,581.456677
2000-01-13,583.739634
2000-01-14,587.129302
2000-01-17,582.448974
2000-01-18,578.586025
2000-01-19,580.065800
2000-01-20,579.453524
2000-01-21,578.847680
2000-01-24,579.282499
2000-01-25,582.402641
2000-01-26,583.017261
2000-01-27,580.447897
2000-01-28,578.079015
2000-01-31,580.336117
2000-02-01,582.885339
2000-02-02,585.164521
2000-02-03,584.227469
2000-02-04,582.269189
2000-02-07,579.718300
2000-02-08,581.637435
2000-02-09,580.437668
2000-02-10,576.624414
2000-02-11,576.681790
2000-02-14,578.610233
2000-02-15,577.557979
2000-02-16,576.990088
2000-02-17,577.344417
2000-02-18,577.132846
2000-02-21,580.506512
2000-02-22,585.735341
2000-02-23,584.897500
2000-02-24,586.105635
2000-02-25,587.441699
2000-02-28,585.967426
2000-02-29,585.932542
2000-03-01,587.008158
2000-03-02,585.963995
2000-03-03,589.046797
2000-03-06,589.875043
2000-03-07,592.665614
2000-03-08,591.812135
2000-03-09,602.046914
2000-03-10,603.480030
2000-03-13,605.611576
2000-03-14,604.077380
2000-03-15,604.275415
2000-03-16,607.308120
2000-03-17,614.479906
2000-03-20,612.181699
2000-03-21,614.814177
2000-03-22,611.777753
2000-03-23,610.450131
2000-03-24,606.180166
2000-03-27,601.468859
2000-03-28,607.119109
2000-03-29,608.464120
2000-03-30,608.449990
2000-03-31,610.633219
2000-04-03,610.684986
2000-04-04,608.773164
2000-04-05,612.509024
2000-04-06,611.255779
2000-04-07,610.527604
2000-04-10,611.819784
2000-04-11,614.468051
2000-04-12,612.659188
2000-04-13,611.307648
2000-04-14,610.769175
2000-04-17,610.559511
2000-04-18,608.439087
2000-04-19,608.481374
2000-04-20,608.292679
2000-04-25,606.125238
2000-04-26,608.319431
2000-04-27,611.195375
2000-04-28,611.094543
2000-05-02,607.835107
2000-05-03,605.957346
2000-05-04,602.214414
2000-05-05,602.774192
2000-05-08,606.448309
2000-05-09,607.391126
2000-05-10,610.665290
2000-05-11,609.864983
2000-05-12,608.481165
2000-05-15,618.214565
2000-05-16,624.805352
2000-05-17,617.755520
2000-05-18,612.705664
2000-05-19,614.588973
2000-05-22,614.974270
2000-05-23,613.792457
2000-05-24,617.758583
2000-05-25,617.356182
2000-05-26,618.983395
2000-05-29,618.213891
2000-05-30,620.430203
2000-05-31,620.706647
2000-06-02,632.172767
2000-06-05,633.400688
2000-06-06,633.690854
2000-06-07,629.474905
2000-06-08,629.004270
2000-06-09,625.682694
2000-06-13,632.948839
2000-06-14,631.270329
2000-06-15,630.555199
2000-06-16,632.900637
2000-06-19,629.292891
2000-06-20,629.994940
2000-06-21,625.950701
2000-06-22,626.851624
2000-06-26,624.671779
2000-06-27,624.733874
2000-06-28,622.055233
2000-06-29,623.848255
2000-06-30,622.295470
2000-07-03,620.798042
2000-07-04,621.153219
2000-07-05,622.723793
2000-07-06,619.428080
2000-07-07,621.917072
2000-07-10,619.395430
2000-07-11,622.802225
2000-07-12,622.237752
2000-07-13,622.493076
2000-07-14,622.131872
2000-07-17,622.028467
2000-07-18,621.527445
2000-07-19,618.586756
2000-07-20,620.315150
2000-07-21,622.132546
2000-07-24,622.017022
2000-07-25,623.870063
2000-07-26,624.272086
2000-07-27,625.114412
2000-07-28,623.195003
2000-07-31,623.809496
2000-08-01,625.272035
2000-08-02,624.906676
2000-08-03,623.509359
2000-08-04,625.028655
2000-08-07,627.078160
2000-08-08,627.427713
2000-08-09,627.639825
2000-08-10,629.120742
2000-08-11,628.890821
2000-08-14,627.430102
2000-08-15,627.294548
2000-08-16,625.042187
2000-08-17,626.871927
2000-08-18,627.354653
2000-08-21,626.133944
2000-08-22,626.989893
2000-08-23,629.411292
2000-08-24,630.385834
2000-08-25,631.406012
2000-08-28,630.845348
2000-08-29,629.885885
2000-08-30,632.211680
2000-08-31,632.536461
2000-09-01,638.853891
2000-09-04,643.353094
2000-09-05,640.827205
2000-09-06,637.395220
2000-09-07,637.495309
2000-09-08,638.030986
2000-09-11,637.841337
2000-09-12,637.017927
2000-09-13,637.622908
2000-09-14,637.985338
2000-09-15,640.097089
2000-09-18,638.221151
2000-09-19,641.026189
2000-09-20,640.882253
2000-09-21,641.500954
2000-09-22,642.482232
2000-09-25,641.116060
2000-09-26,642.479221
2000-09-27,640.043412
2000-09-28,639.900399
2000-09-29,641.762589
2000-10-02,643.177778
2000-10-03,643.015462
2000-10-04,641.438542
2000-10-05,639.908975
2000-10-06,638.999477
2000-10-09,640.332241
2000-10-10,641.666783
2000-10-11,644.172220
2000-10-12,646.430802
2000-10-13,645.958866
2000-10-16,645.456253
2000-10-17,644.625194
2000-10-18,647.922044
2000-10-19,647.034391
2000-10-20,649.323112
2000-10-23,650.374679
2000-10-24,651.875647
2000-10-25,651.576559
2000-10-26,652.673367
2000-10-27,652.572129
2000-10-30,652.305542
2000-10-31,651.830745
2000-11-01,654.073718
2000-11-02,654.620812
2000-11-03,655.911379
2000-11-06,655.095438
2000-11-07,657.301868
2000-11-08,653.499310
2000-11-09,653.518053
2000-11-10,657.705366
2000-11-13,659.131394
2000-11-14,657.498708
2000-11-15,659.215185
2000-11-16,660.697009
2000-11-17,660.592913
2000-11-20,659.272045
2000-11-21,658.846067
2000-11-22,661.937612
2000-11-23,661.077280
2000-11-24,661.770414
2000-11-27,659.079213
2000-11-28,659.215767
2000-11-29,660.029195
2000-11-30,662.018488
2000-12-01,663.788545
2000-12-04,667.487986
2000-12-05,667.295428
2000-12-06,673.129527
2000-12-07,673.713197
2000-12-08,674.007766
2000-12-11,673.267161
2000-12-12,672.364625
2000-12-13,677.910310
2000-12-14,679.303031
2000-12-15,683.843767
2000-12-18,683.829213
2000-12-19,680.974121
2000-12-20,684.687144
2000-12-21,684.967650
2000-12-22,682.315226
2000-12-27,682.313657
2000-12-28,680.526538
2000-12-29,686.012849
2001-01-02,686.885753
2001-01-03,691.293056
2001-01-04,689.334016
2001-01-05,691.940982
2001-01-08,692.175557
2001-01-09,687.957095
2001-01-10,685.600272
2001-01-11,686.756477
2001-01-12,683.534313
2001-01-15,683.349769
2001-01-16,683.798162
2001-01-17,681.873399
2001-01-18,680.890381
2001-01-19,682.506509
2001-01-22,679.239832
2001-01-23,681.193822
2001-01-24,678.616676
2001-01-25,680.581078
2001-01-26,683.372570
2001-01-29,685.464311
2001-01-30,689.422953
2001-01-31,691.461069
2001-02-01,693.623388
2001-02-02,692.208598
2001-02-05,693.278668
2001-02-06,693.725099
2001-02-07,694.573166
2001-02-08,690.084612
2001-02-09,691.248900
2001-02-12,691.979745
2001-02-13,692.462441
2001-02-14,691.509387
2001-02-15,686.342651
2001-02-16,685.993062
2001-02-19,687.989622
2001-02-20,686.918605
2001-02-21,687.561340
2001-02-22,685.395437
2001-02-23,687.087210
2001-02-26,687.754897
2001-02-27,691.997367
2001-02-28,691.769018
2001-03-01,693.846138
2001-03-02,694.759306
2001-03-05,693.733940
2001-03-06,693.715601
2001-03-07,695.542090
2001-03-08,699.092210
2001-03-09,700.984911
2001-03-12,702.421307
2001-03-13,701.490044
2001-03-14,703.197125
2001-03-15,700.489713
2001-03-16,704.971506
2001-03-19,703.664245
2001-03-20,703.163323
2001-03-21,707.870318
2001-03-22,711.785632
2001-03-23,710.437614
2001-03-26,709.432754
2001-03-27,710.798084
2001-03-28,708.382864
2001-03-29,707.503134
2001-03-30,706.099444
2001-04-02,709.420795
2001-04-03,707.621920
2001-04-04,707.515573
2001-04-05,703.695546
2001-04-06,705.666772
2001-04-09,705.424185
2001-04-10,704.226575
2001-04-11,694.871602
2001-04-12,694.457301
2001-04-17,694.103236
2001-04-18,685.560468
2001-04-19,684.632956
2001-04-20,684.079587
2001-04-23,684.387206
2001-04-24,682.763720
2001-04-25,684.639036
2001-04-26,688.248310
2001-04-27,683.961782
2001-04-30,679.245733
2001-05-02,678.332841
2001-05-03,683.903469
2001-05-04,687.733196
2001-05-07,686.280108
2001-05-08,685.492758
2001-05-09,688.448074
2001-05-10,690.883990
2001-05-11,686.360950
2001-05-14,680.244500
2001-05-15,673.356089
2001-05-16,673.044712
2001-05-17,666.242847
2001-05-18,669.762171
2001-05-21,670.170704
2001-05-22,665.716883
2001-05-23,664.389234
2001-05-25,663.432889
2001-05-28,666.583871
2001-05-29,668.217119
2001-05-30,670.816199
2001-05-31,667.573789
2001-06-01,673.435413
2001-06-05,678.532680
2001-06-06,675.061636
2001-06-07,673.571052
2001-06-08,665.010681
2001-06-11,663.940934
2001-06-12,660.743721
2001-06-13,662.991033
2001-06-14,661.914453
2001-06-15,661.368804
2001-06-18,660.252700
2001-06-19,658.663573
2001-06-20,661.028608
2001-06-21,664.882348
2001-06-25,669.268153
2001-06-26,667.511228
2001-06-27,665.029166
2001-06-28,667.422341
2001-06-29,659.349072
2001-07-02,656.688926
2001-07-03,655.469407
2001-07-04,653.899931
2001-07-05,654.915730
2001-07-06,658.122522
2001-07-09,654.291381
2001-07-10,655.638252
2001-07-11,657.892281
2001-07-12,658.767254
2001-07-13,657.648551
2001-07-16,658.207367
2001-07-17,660.407499
2001-07-18,661.442928
2001-07-19,664.012490
2001-07-20,667.928470
2001-07-23,666.465025
2001-07-24,668.364569
2001-07-25,666.722583
2001-07-26,671.077426
2001-07-27,676.579579
2001-07-30,676.365096
2001-07-31,678.010473
2001-08-01,677.067337
2001-08-02,676.926022
2001-08-03,679.278505
2001-08-06,680.192816
2001-08-07,680.162252
2001-08-08,679.928295
2001-08-09,686.653362
2001-08-10,689.764896
2001-08-13,690.468381
2001-08-14,688.806761
2001-08-15,690.605728
2001-08-16,691.531588
2001-08-17,696.019117
2001-08-20,694.910860
2001-08-21,689.489346
2001-08-22,685.686740
2001-08-23,686.011804
2001-08-24,682.913549
2001-08-28,687.336976
2001-08-29,688.207965
2001-08-30,691.395922
2001-08-31,690.208021
2001-09-03,691.556598
2001-09-04,684.638673
2001-09-05,679.217112
2001-09-06,682.513980
2001-09-07,687.626598
2001-09-10,687.447784
2001-09-11,687.143726
2001-09-12,690.513833
2001-09-13,687.825187
2001-09-14,692.861642
2001-09-17,692.803330
2001-09-18,694.865857
2001-09-19,692.321862
2001-09-20,690.500685
2001-09-21,683.546493
2001-09-24,679.544216
2001-09-25,684.502725
2001-09-26,685.291203
2001-09-27,689.461462
2001-09-28,689.148442
2001-10-01,690.214531
2001-10-02,694.418402
2001-10-03,699.555473
2001-10-04,698.667536
2001-10-05,698.017353
2001-10-08,697.369639
2001-10-09,693.814324
2001-10-10,692.461725
2001-10-11,689.724543
2001-10-12,693.445612
2001-10-15,694.729653
2001-10-16,695.900626
2001-10-17,693.525608
2001-10-18,694.183298
2001-10-19,697.165156
2001-10-22,697.358935
2001-10-23,698.135197
2001-10-24,701.223949
2001-10-25,707.315526
2001-10-26,707.472583
2001-10-29,711.412608
2001-10-30,715.165997
2001-10-31,714.416520
2001-11-01,723.197435
2001-11-02,719.347509
2001-11-05,721.306244
2001-11-06,723.738444
2001-11-07,729.646099
2001-11-08,727.527131
2001-11-09,725.107909
2001-11-12,724.834778
2001-11-13,720.520083
2001-11-14,712.700359
2001-11-15,708.887871
2001-11-16,707.209383
2001-11-19,708.080749
2001-11-20,711.182503
2001-11-21,702.164749
2001-11-22,702.152530
2001-11-23,704.685380
2001-11-26,705.425006
2001-11-27,698.642337
2001-11-28,699.429625
2001-11-29,702.172537
2001-11-30,706.380385
2001-12-03,705.949182
2001-12-04,707.828254
2001-12-05,694.071929
2001-12-06,688.264449
2001-12-07,686.661641
2001-12-10,686.654998
2001-12-11,690.972918
2001-12-12,697.211445
2001-12-13,694.605656
2001-12-14,692.950352
2001-12-17,687.546668
2001-12-18,690.735671
2001-12-19,694.144169
2001-12-20,692.714161
2001-12-21,690.388953
2001-12-27,686.349229
2001-12-28,688.524276
2002-01-02,692.041088
2002-01-03,687.459097
2002-01-04,692.763866
2002-01-07,698.147378
